23.3071 	WARNING 	Trying to use a framebuffer object but GL_ARB_texture_float is not supported. Disabling
46.6652 	EXP 	stimuli: autoDraw = False
46.6652 	EXP 	stimuli: text = u'X'
46.6652 	EXP 	stimuli: autoDraw = True
46.6660 	EXP 	New trial (rep=4, index=31): {'stimulus': 9, 'category': u'number'}
46.6969 	EXP 	window1: blendMode = 'avg'
46.7137 	EXP 	stimuli: autoDraw = False
46.7137 	EXP 	stimuli: text = 9
46.7137 	EXP 	stimuli: autoDraw = True
46.7144 	EXP 	New trial (rep=4, index=32): {'stimulus': u'probe', 'category': u'probe'}
46.7335 	EXP 	window1: blendMode = 'avg'
46.7775 	EXP 	stimuli: autoDraw = False
46.7775 	EXP 	stimuli: text = u'probe'
46.7775 	EXP 	stimuli: autoDraw = True
46.7783 	EXP 	New trial (rep=4, index=33): {'stimulus': 7, 'category': u'number'}
46.7832 	EXP 	window1: blendMode = 'avg'
46.8152 	EXP 	stimuli: autoDraw = False
46.8152 	EXP 	stimuli: text = 7
46.8152 	EXP 	stimuli: autoDraw = True
46.8161 	EXP 	New trial (rep=4, index=34): {'stimulus': u'L', 'category': u'letter'}
46.8295 	EXP 	window1: blendMode = 'avg'
46.8606 	EXP 	stimuli: autoDraw = False
46.8606 	EXP 	stimuli: text = u'L'
46.8606 	EXP 	stimuli: autoDraw = True
46.8615 	EXP 	New trial (rep=4, index=35): {'stimulus': u'B', 'category': u'letter'}
46.8672 	EXP 	window1: blendMode = 'avg'
46.8916 	EXP 	stimuli: autoDraw = False
46.8916 	EXP 	stimuli: text = u'B'
46.8916 	EXP 	stimuli: autoDraw = True
46.8924 	EXP 	window1: blendMode = 'avg'
46.9081 	EXP 	New trial (rep=4, index=36): {'stimulus': 8, 'category': u'number'}
46.9196 	EXP 	window1: blendMode = 'avg'
46.9428 	EXP 	stimuli: autoDraw = False
46.9428 	EXP 	stimuli: text = 8
46.9428 	EXP 	stimuli: autoDraw = True
46.9433 	EXP 	window1: blendMode = 'avg'
46.9657 	EXP 	New trial (rep=5, index=0): {'stimulus': 8, 'category': u'number'}
46.9805 	EXP 	window1: blendMode = 'avg'
47.0064 	EXP 	stimuli: autoDraw = False
47.0064 	EXP 	stimuli: text = 8
47.0064 	EXP 	stimuli: autoDraw = True
47.0075 	EXP 	New trial (rep=5, index=1): {'stimulus': u'V', 'category': u'letter'}
47.0163 	EXP 	window1: blendMode = 'avg'
47.0277 	EXP 	stimuli: autoDraw = False
47.0277 	EXP 	stimuli: text = u'V'
47.0277 	EXP 	stimuli: autoDraw = True
47.0282 	EXP 	window1: blendMode = 'avg'
47.0972 	EXP 	New trial (rep=5, index=2): {'stimulus': u'A', 'category': u'letter'}
47.1178 	EXP 	New trial (rep=5, index=3): {'stimulus': 7, 'category': u'number'}
47.1265 	EXP 	window1: blendMode = 'avg'
47.1500 	EXP 	stimuli: autoDraw = False
47.1500 	EXP 	stimuli: text = u'A'
47.1500 	EXP 	stimuli: autoDraw = False
47.1500 	EXP 	stimuli: text = 7
47.1500 	EXP 	stimuli: autoDraw = True
47.1515 	EXP 	New trial (rep=5, index=4): {'stimulus': u'Z', 'category': u'letter'}
47.1645 	EXP 	window1: blendMode = 'avg'
47.1862 	EXP 	stimuli: autoDraw = False
47.1862 	EXP 	stimuli: text = u'Z'
47.1862 	EXP 	stimuli: autoDraw = True
47.1869 	EXP 	window1: blendMode = 'avg'
47.2657 	EXP 	New trial (rep=5, index=5): {'stimulus': u'D', 'category': u'letter'}
47.2785 	EXP 	New trial (rep=5, index=6): {'stimulus': 5, 'category': u'number'}
47.2939 	EXP 	window1: blendMode = 'avg'
47.3456 	EXP 	stimuli: autoDraw = False
47.3456 	EXP 	stimuli: text = u'D'
47.3456 	EXP 	stimuli: autoDraw = False
47.3456 	EXP 	stimuli: text = 5
47.3456 	EXP 	stimuli: autoDraw = True
47.3465 	EXP 	New trial (rep=5, index=7): {'stimulus': u'O', 'category': u'letter'}
47.3528 	EXP 	New trial (rep=5, index=8): {'stimulus': 9, 'category': u'number'}
47.3618 	DATA 	Keypress: space
47.3623 	EXP 	window1: blendMode = 'avg'
47.3805 	EXP 	stimuli: autoDraw = False
47.3805 	EXP 	stimuli: text = u'O'
47.3805 	EXP 	stimuli: autoDraw = False
47.3805 	EXP 	stimuli: text = 9
47.3805 	EXP 	stimuli: autoDraw = True
47.3811 	EXP 	window1: blendMode = 'avg'
47.4385 	EXP 	New trial (rep=5, index=9): {'stimulus': None, 'category': u'blank'}
47.4564 	EXP 	New trial (rep=5, index=10): {'stimulus': u'Y', 'category': u'letter'}
47.4621 	EXP 	window1: blendMode = 'avg'
47.4895 	EXP 	stimuli: autoDraw = False
47.4895 	EXP 	stimuli: text = u'9'
47.4895 	EXP 	stimuli: autoDraw = False
47.4895 	EXP 	stimuli: text = u'Y'
47.4895 	EXP 	stimuli: autoDraw = True
47.4945 	EXP 	window1: blendMode = 'avg'
47.5064 	EXP 	New trial (rep=5, index=11): {'stimulus': u'W', 'category': u'letter'}
47.5160 	EXP 	window1: blendMode = 'avg'
47.5790 	EXP 	stimuli: autoDraw = False
47.5790 	EXP 	stimuli: text = u'W'
47.5790 	EXP 	stimuli: autoDraw = True
47.5800 	EXP 	New trial (rep=5, index=12): {'stimulus': u'N', 'category': u'letter'}
47.5858 	EXP 	window1: blendMode = 'avg'
47.6138 	EXP 	stimuli: autoDraw = False
47.6138 	EXP 	stimuli: text = u'N'
47.6138 	EXP 	stimuli: autoDraw = True
47.6146 	EXP 	New trial (rep=5, index=13): {'stimulus': u'F', 'category': u'letter'}
47.6221 	EXP 	window1: blendMode = 'avg'
47.6614 	EXP 	stimuli: autoDraw = False
47.6614 	EXP 	stimuli: text = u'F'
47.6614 	EXP 	stimuli: autoDraw = True
47.6625 	EXP 	New trial (rep=5, index=14): {'stimulus': u'G', 'category': u'letter'}
47.6682 	EXP 	window1: blendMode = 'avg'
47.6936 	EXP 	stimuli: autoDraw = False
47.6936 	EXP 	stimuli: text = u'G'
47.6936 	EXP 	stimuli: autoDraw = True
47.6942 	EXP 	window1: blendMode = 'avg'
47.7106 	EXP 	New trial (rep=5, index=15): {'stimulus': u'J', 'category': u'letter'}
47.7187 	EXP 	window1: blendMode = 'avg'
47.7416 	EXP 	stimuli: autoDraw = False
47.7416 	EXP 	stimuli: text = u'J'
47.7416 	EXP 	stimuli: autoDraw = True
47.7424 	EXP 	window1: blendMode = 'avg'
47.7756 	EXP 	New trial (rep=5, index=16): {'stimulus': 3, 'category': u'number'}
47.7818 	EXP 	window1: blendMode = 'avg'
47.8106 	EXP 	stimuli: autoDraw = False
47.8106 	EXP 	stimuli: text = 3
47.8106 	EXP 	stimuli: autoDraw = True
47.8121 	EXP 	New trial (rep=5, index=17): {'stimulus': u'Q', 'category': u'letter'}
47.8187 	EXP 	window1: blendMode = 'avg'
47.8622 	EXP 	stimuli: autoDraw = False
47.8622 	EXP 	stimuli: text = u'Q'
47.8622 	EXP 	stimuli: autoDraw = True
47.8631 	EXP 	New trial (rep=5, index=18): {'stimulus': u'P', 'category': u'letter'}
47.8685 	EXP 	window1: blendMode = 'avg'
47.9002 	EXP 	stimuli: autoDraw = False
47.9002 	EXP 	stimuli: text = u'P'
47.9002 	EXP 	stimuli: autoDraw = True
47.9050 	EXP 	New trial (rep=5, index=19): {'stimulus': u'R', 'category': u'letter'}
47.9102 	EXP 	window1: blendMode = 'avg'
47.9384 	EXP 	stimuli: autoDraw = False
47.9384 	EXP 	stimuli: text = u'R'
47.9384 	EXP 	stimuli: autoDraw = True
47.9425 	EXP 	window1: blendMode = 'avg'
47.9755 	EXP 	New trial (rep=5, index=20): {'stimulus': u'M', 'category': u'letter'}
47.9820 	EXP 	window1: blendMode = 'avg'
48.0105 	EXP 	stimuli: autoDraw = False
48.0105 	EXP 	stimuli: text = u'M'
48.0105 	EXP 	stimuli: autoDraw = True
48.0112 	EXP 	New trial (rep=5, index=21): {'stimulus': 4, 'category': u'number'}
48.0177 	EXP 	window1: blendMode = 'avg'
48.0272 	EXP 	stimuli: autoDraw = False
48.0272 	EXP 	stimuli: text = 4
48.0272 	EXP 	stimuli: autoDraw = True
48.0278 	EXP 	window1: blendMode = 'avg'
48.0974 	EXP 	New trial (rep=5, index=22): {'stimulus': u'L', 'category': u'letter'}
48.1084 	EXP 	New trial (rep=5, index=23): {'stimulus': u'E', 'category': u'letter'}
48.1135 	EXP 	window1: blendMode = 'avg'
48.1396 	EXP 	stimuli: autoDraw = False
48.1396 	EXP 	stimuli: text = u'L'
48.1396 	EXP 	stimuli: autoDraw = False
48.1396 	EXP 	stimuli: text = u'E'
48.1396 	EXP 	stimuli: autoDraw = True
48.1448 	EXP 	window1: blendMode = 'avg'
48.1585 	EXP 	New trial (rep=5, index=24): {'stimulus': 2, 'category': u'number'}
48.1655 	EXP 	window1: blendMode = 'avg'
48.2067 	EXP 	stimuli: autoDraw = False
48.2067 	EXP 	stimuli: text = 2
48.2067 	EXP 	stimuli: autoDraw = True
48.2080 	EXP 	New trial (rep=5, index=25): {'stimulus': u'probe', 'category': u'probe'}
48.2184 	EXP 	window1: blendMode = 'avg'
48.2631 	EXP 	stimuli: autoDraw = False
48.2631 	EXP 	stimuli: text = u'probe'
48.2631 	EXP 	stimuli: autoDraw = True
48.2640 	EXP 	New trial (rep=5, index=26): {'stimulus': u'C', 'category': u'letter'}
48.2696 	EXP 	window1: blendMode = 'avg'
48.2956 	EXP 	stimuli: autoDraw = False
48.2956 	EXP 	stimuli: text = u'C'
48.2956 	EXP 	stimuli: autoDraw = True
48.2961 	EXP 	window1: blendMode = 'avg'
48.3097 	EXP 	New trial (rep=5, index=27): {'stimulus': u'U', 'category': u'letter'}
48.3166 	DATA 	Keypress: space
48.3171 	EXP 	window1: blendMode = 'avg'
48.3730 	EXP 	stimuli: autoDraw = False
48.3730 	EXP 	stimuli: text = u'U'
48.3730 	EXP 	stimuli: autoDraw = True
48.3740 	EXP 	New trial (rep=5, index=28): {'stimulus': u'H', 'category': u'letter'}
48.3848 	EXP 	window1: blendMode = 'avg'
48.4076 	EXP 	stimuli: autoDraw = False
48.4076 	EXP 	stimuli: text = u'H'
48.4076 	EXP 	stimuli: autoDraw = True
48.4086 	EXP 	New trial (rep=5, index=29): {'stimulus': u'B', 'category': u'letter'}
48.4140 	EXP 	window1: blendMode = 'avg'
48.4235 	EXP 	stimuli: autoDraw = False
48.4235 	EXP 	stimuli: text = u'B'
48.4235 	EXP 	stimuli: autoDraw = True
48.4246 	EXP 	window1: blendMode = 'avg'
48.4907 	EXP 	New trial (rep=5, index=30): {'stimulus': u'I', 'category': u'letter'}
48.4986 	EXP 	window1: blendMode = 'avg'
48.5119 	EXP 	stimuli: autoDraw = False
48.5119 	EXP 	stimuli: text = u'I'
48.5119 	EXP 	stimuli: autoDraw = True
48.5125 	EXP 	New trial (rep=5, index=31): {'stimulus': 1, 'category': u'number'}
48.5185 	EXP 	window1: blendMode = 'avg'
48.5762 	EXP 	stimuli: autoDraw = False
48.5762 	EXP 	stimuli: text = 1
48.5762 	EXP 	stimuli: autoDraw = True
48.5771 	EXP 	New trial (rep=5, index=32): {'stimulus': u'X', 'category': u'letter'}
48.5822 	EXP 	window1: blendMode = 'avg'
48.6090 	EXP 	stimuli: autoDraw = False
48.6090 	EXP 	stimuli: text = u'X'
48.6090 	EXP 	stimuli: autoDraw = True
48.6098 	EXP 	New trial (rep=5, index=33): {'stimulus': u'T', 'category': u'letter'}
48.6157 	EXP 	window1: blendMode = 'avg'
48.6282 	EXP 	stimuli: autoDraw = False
48.6282 	EXP 	stimuli: text = u'T'
48.6282 	EXP 	stimuli: autoDraw = True
48.6287 	EXP 	window1: blendMode = 'avg'
48.6903 	EXP 	New trial (rep=5, index=34): {'stimulus': 6, 'category': u'number'}
48.6976 	EXP 	window1: blendMode = 'avg'
48.7111 	EXP 	stimuli: autoDraw = False
48.7111 	EXP 	stimuli: text = 6
48.7111 	EXP 	stimuli: autoDraw = True
48.7117 	EXP 	New trial (rep=5, index=35): {'stimulus': u'S', 'category': u'letter'}
48.7166 	EXP 	window1: blendMode = 'avg'
48.7726 	EXP 	stimuli: autoDraw = False
48.7726 	EXP 	stimuli: text = u'S'
48.7726 	EXP 	stimuli: autoDraw = True
48.7769 	EXP 	New trial (rep=5, index=36): {'stimulus': u'K', 'category': u'letter'}
48.7825 	EXP 	window1: blendMode = 'avg'
48.8115 	EXP 	stimuli: autoDraw = False
48.8115 	EXP 	stimuli: text = u'K'
48.8115 	EXP 	stimuli: autoDraw = True
48.8125 	EXP 	New trial (rep=6, index=0): {'stimulus': 2, 'category': u'number'}
48.8181 	EXP 	window1: blendMode = 'avg'
48.8275 	EXP 	stimuli: autoDraw = False
48.8275 	EXP 	stimuli: text = 2
48.8275 	EXP 	stimuli: autoDraw = True
48.8280 	EXP 	window1: blendMode = 'avg'
48.8906 	EXP 	New trial (rep=6, index=1): {'stimulus': u'B', 'category': u'letter'}
48.8979 	EXP 	window1: blendMode = 'avg'
48.9084 	EXP 	stimuli: autoDraw = False
48.9084 	EXP 	stimuli: text = u'B'
48.9084 	EXP 	stimuli: autoDraw = True
48.9092 	EXP 	New trial (rep=6, index=2): {'stimulus': u'I', 'category': u'letter'}
48.9178 	EXP 	window1: blendMode = 'avg'
48.9754 	EXP 	stimuli: autoDraw = False
48.9754 	EXP 	stimuli: text = u'I'
48.9754 	EXP 	stimuli: autoDraw = True
48.9762 	EXP 	New trial (rep=6, index=3): {'stimulus': u'O', 'category': u'letter'}
48.9822 	EXP 	window1: blendMode = 'avg'
48.9959 	EXP 	stimuli: autoDraw = False
48.9959 	EXP 	stimuli: text = u'O'
48.9959 	EXP 	stimuli: autoDraw = True
48.9964 	EXP 	window1: blendMode = 'avg'
49.0575 	EXP 	New trial (rep=6, index=4): {'stimulus': u'J', 'category': u'letter'}
49.0626 	EXP 	New trial (rep=6, index=5): {'stimulus': u'X', 'category': u'letter'}
49.0681 	EXP 	window1: blendMode = 'avg'
49.0939 	EXP 	stimuli: autoDraw = False
49.0939 	EXP 	stimuli: text = u'J'
49.0939 	EXP 	stimuli: autoDraw = False
49.0939 	EXP 	stimuli: text = u'X'
49.0939 	EXP 	stimuli: autoDraw = True
49.0945 	EXP 	window1: blendMode = 'avg'
49.1070 	EXP 	New trial (rep=6, index=6): {'stimulus': u'U', 'category': u'letter'}
49.1123 	EXP 	window1: blendMode = 'avg'
49.1715 	EXP 	stimuli: autoDraw = False
49.1715 	EXP 	stimuli: text = u'U'
49.1715 	EXP 	stimuli: autoDraw = True
49.1723 	EXP 	New trial (rep=6, index=7): {'stimulus': 4, 'category': u'number'}
49.1779 	EXP 	window1: blendMode = 'avg'
49.1922 	EXP 	stimuli: autoDraw = False
49.1922 	EXP 	stimuli: text = 4
49.1922 	EXP 	stimuli: autoDraw = True
49.1929 	EXP 	window1: blendMode = 'avg'
49.2562 	EXP 	New trial (rep=6, index=8): {'stimulus': 5, 'category': u'number'}
49.2663 	EXP 	New trial (rep=6, index=9): {'stimulus': u'F', 'category': u'letter'}
49.2760 	EXP 	window1: blendMode = 'avg'
49.2928 	EXP 	stimuli: autoDraw = False
49.2928 	EXP 	stimuli: text = 5
49.2928 	EXP 	stimuli: autoDraw = False
49.2928 	EXP 	stimuli: text = u'F'
49.2928 	EXP 	stimuli: autoDraw = True
49.2935 	EXP 	window1: blendMode = 'avg'
49.3403 	EXP 	New trial (rep=6, index=10): {'stimulus': u'V', 'category': u'letter'}
49.3467 	EXP 	window1: blendMode = 'avg'
49.3589 	EXP 	stimuli: autoDraw = False
49.3589 	EXP 	stimuli: text = u'V'
49.3589 	EXP 	stimuli: autoDraw = True
49.3681 	EXP 	New trial (rep=6, index=11): {'stimulus': None, 'category': u'blank'}
49.3759 	EXP 	window1: blendMode = 'avg'
49.3890 	EXP 	stimuli: autoDraw = False
49.3890 	EXP 	stimuli: text = u'V'
49.3890 	EXP 	stimuli: autoDraw = True
49.3901 	EXP 	window1: blendMode = 'avg'
49.4218 	EXP 	New trial (rep=6, index=12): {'stimulus': u'probe', 'category': u'probe'}
49.4331 	EXP 	window1: blendMode = 'avg'
49.4542 	EXP 	stimuli: autoDraw = False
49.4542 	EXP 	stimuli: text = u'probe'
49.4542 	EXP 	stimuli: autoDraw = True
49.4565 	EXP 	New trial (rep=6, index=13): {'stimulus': u'M', 'category': u'letter'}
49.4678 	EXP 	window1: blendMode = 'avg'
49.4908 	EXP 	stimuli: autoDraw = False
49.4908 	EXP 	stimuli: text = u'M'
49.4908 	EXP 	stimuli: autoDraw = True
49.4914 	EXP 	window1: blendMode = 'avg'
49.5125 	EXP 	New trial (rep=6, index=14): {'stimulus': 9, 'category': u'number'}
49.5304 	EXP 	window1: blendMode = 'avg'
49.5814 	EXP 	stimuli: autoDraw = False
49.5814 	EXP 	stimuli: text = 9
49.5814 	EXP 	stimuli: autoDraw = True
49.5903 	EXP 	New trial (rep=6, index=15): {'stimulus': u'D', 'category': u'letter'}
49.5984 	EXP 	window1: blendMode = 'avg'
49.6267 	EXP 	stimuli: autoDraw = False
49.6267 	EXP 	stimuli: text = u'D'
49.6267 	EXP 	stimuli: autoDraw = True
49.6276 	EXP 	New trial (rep=6, index=16): {'stimulus': u'Q', 'category': u'letter'}
49.6328 	EXP 	window1: blendMode = 'avg'
49.6532 	EXP 	stimuli: autoDraw = False
49.6532 	EXP 	stimuli: text = u'Q'
49.6532 	EXP 	stimuli: autoDraw = True
49.6541 	EXP 	New trial (rep=6, index=17): {'stimulus': u'H', 'category': u'letter'}
49.6609 	EXP 	window1: blendMode = 'avg'
49.6754 	EXP 	stimuli: autoDraw = False
49.6754 	EXP 	stimuli: text = u'H'
49.6754 	EXP 	stimuli: autoDraw = True
49.6760 	EXP 	window1: blendMode = 'avg'
49.7097 	EXP 	New trial (rep=6, index=18): {'stimulus': u'S', 'category': u'letter'}
49.7166 	EXP 	window1: blendMode = 'avg'
49.7292 	EXP 	stimuli: autoDraw = False
49.7292 	EXP 	stimuli: text = u'S'
49.7292 	EXP 	stimuli: autoDraw = True
49.7317 	EXP 	window1: blendMode = 'avg'
49.7721 	EXP 	New trial (rep=6, index=19): {'stimulus': u'N', 'category': u'letter'}
49.7804 	DATA 	Keypress: lctrl
49.7817 	EXP 	window1: blendMode = 'avg'
49.8252 	EXP 	stimuli: autoDraw = False
49.8252 	EXP 	stimuli: text = u'N'
49.8252 	EXP 	stimuli: autoDraw = True
49.8265 	EXP 	New trial (rep=6, index=20): {'stimulus': 7, 'category': u'number'}
49.8388 	EXP 	window1: blendMode = 'avg'
49.8851 	EXP 	stimuli: autoDraw = False
49.8851 	EXP 	stimuli: text = 7
49.8851 	EXP 	stimuli: autoDraw = True
49.8876 	EXP 	New trial (rep=6, index=21): {'stimulus': 8, 'category': u'number'}
49.8958 	EXP 	window1: blendMode = 'avg'
49.9062 	EXP 	stimuli: autoDraw = False
49.9062 	EXP 	stimuli: text = 8
49.9062 	EXP 	stimuli: autoDraw = True
49.9080 	EXP 	New trial (rep=6, index=22): {'stimulus': u'R', 'category': u'letter'}
49.9164 	DATA 	Keypress: c
49.9168 	EXP 	window1: blendMode = 'avg'
49.9788 	EXP 	stimuli: autoDraw = False
49.9788 	EXP 	stimuli: text = u'R'
49.9788 	EXP 	stimuli: autoDraw = True
49.9797 	EXP 	New trial (rep=6, index=23): {'stimulus': u'Y', 'category': u'letter'}
49.9851 	EXP 	window1: blendMode = 'avg'
50.0261 	EXP 	stimuli: autoDraw = False
50.0261 	EXP 	stimuli: text = u'Y'
50.0261 	EXP 	stimuli: autoDraw = True
50.0274 	EXP 	New trial (rep=6, index=24): {'stimulus': 3, 'category': u'number'}
50.0325 	EXP 	window1: blendMode = 'avg'
50.0621 	EXP 	stimuli: autoDraw = False
50.0621 	EXP 	stimuli: text = 3
50.0621 	EXP 	stimuli: autoDraw = True
50.0631 	EXP 	New trial (rep=6, index=25): {'stimulus': 6, 'category': u'number'}
50.0807 	EXP 	window1: blendMode = 'avg'
50.1213 	EXP 	stimuli: autoDraw = False
50.1213 	EXP 	stimuli: text = 6
50.1213 	EXP 	stimuli: autoDraw = True
50.1341 	EXP 	New trial (rep=6, index=26): {'stimulus': u'A', 'category': u'letter'}
50.1414 	EXP 	window1: blendMode = 'avg'
50.1764 	EXP 	stimuli: autoDraw = False
50.1764 	EXP 	stimuli: text = u'A'
50.1764 	EXP 	stimuli: autoDraw = True
50.1771 	EXP 	New trial (rep=6, index=27): {'stimulus': u'T', 'category': u'letter'}
50.1838 	EXP 	window1: blendMode = 'avg'
50.1946 	EXP 	stimuli: autoDraw = False
50.1946 	EXP 	stimuli: text = u'T'
50.1946 	EXP 	stimuli: autoDraw = True
50.1952 	EXP 	window1: blendMode = 'avg'
50.2580 	EXP 	New trial (rep=6, index=28): {'stimulus': u'Z', 'category': u'letter'}
50.2661 	EXP 	New trial (rep=6, index=29): {'stimulus': u'G', 'category': u'letter'}
50.2811 	EXP 	window1: blendMode = 'avg'
50.2925 	EXP 	stimuli: autoDraw = False
50.2925 	EXP 	stimuli: text = u'Z'
50.2925 	EXP 	stimuli: autoDraw = False
50.2925 	EXP 	stimuli: text = u'G'
50.2925 	EXP 	stimuli: autoDraw = True
50.2932 	EXP 	window1: blendMode = 'avg'
50.3405 	EXP 	New trial (rep=6, index=30): {'stimulus': u'E', 'category': u'letter'}
50.3464 	EXP 	window1: blendMode = 'avg'
50.3648 	EXP 	stimuli: autoDraw = False
50.3648 	EXP 	stimuli: text = u'E'
50.3648 	EXP 	stimuli: autoDraw = True
50.3774 	EXP 	New trial (rep=6, index=31): {'stimulus': u'K', 'category': u'letter'}
50.3824 	EXP 	window1: blendMode = 'avg'
50.3930 	EXP 	stimuli: autoDraw = False
50.3930 	EXP 	stimuli: text = u'K'
50.3930 	EXP 	stimuli: autoDraw = True
50.3936 	EXP 	window1: blendMode = 'avg'
50.4557 	EXP 	New trial (rep=6, index=32): {'stimulus': u'W', 'category': u'letter'}
50.4618 	EXP 	New trial (rep=6, index=33): {'stimulus': u'P', 'category': u'letter'}
50.4674 	EXP 	window1: blendMode = 'avg'
50.4902 	EXP 	stimuli: autoDraw = False
50.4902 	EXP 	stimuli: text = u'W'
50.4902 	EXP 	stimuli: autoDraw = False
50.4902 	EXP 	stimuli: text = u'P'
50.4902 	EXP 	stimuli: autoDraw = True
50.4913 	EXP 	window1: blendMode = 'avg'
50.5086 	EXP 	New trial (rep=6, index=34): {'stimulus': u'C', 'category': u'letter'}
50.5167 	EXP 	window1: blendMode = 'avg'
50.5316 	EXP 	stimuli: autoDraw = False
50.5316 	EXP 	stimuli: text = u'C'
50.5316 	EXP 	stimuli: autoDraw = True
50.5321 	EXP 	window1: blendMode = 'avg'
50.5641 	EXP 	New trial (rep=6, index=35): {'stimulus': u'L', 'category': u'letter'}
50.5774 	EXP 	window1: blendMode = 'avg'
50.5879 	EXP 	stimuli: autoDraw = False
50.5879 	EXP 	stimuli: text = u'L'
50.5879 	EXP 	stimuli: autoDraw = True
50.5885 	EXP 	window1: blendMode = 'avg'
50.6590 	EXP 	New trial (rep=6, index=36): {'stimulus': 1, 'category': u'number'}
50.6672 	EXP 	New trial (rep=7, index=0): {'stimulus': 9, 'category': u'number'}
50.6760 	EXP 	window1: blendMode = 'avg'
50.6980 	EXP 	stimuli: autoDraw = False
50.6980 	EXP 	stimuli: text = 1
50.6980 	EXP 	stimuli: autoDraw = False
50.6980 	EXP 	stimuli: text = 9
50.6980 	EXP 	stimuli: autoDraw = True
50.7018 	EXP 	window1: blendMode = 'avg'
50.7387 	EXP 	New trial (rep=7, index=1): {'stimulus': u'U', 'category': u'letter'}
50.7448 	EXP 	window1: blendMode = 'avg'
50.7707 	EXP 	stimuli: autoDraw = False
50.7707 	EXP 	stimuli: text = u'U'
50.7707 	EXP 	stimuli: autoDraw = True
50.7764 	EXP 	New trial (rep=7, index=2): {'stimulus': None, 'category': u'blank'}
50.7821 	EXP 	window1: blendMode = 'avg'
50.7918 	EXP 	stimuli: autoDraw = False
50.7918 	EXP 	stimuli: text = u'U'
50.7918 	EXP 	stimuli: autoDraw = True
50.7924 	EXP 	window1: blendMode = 'avg'
50.8746 	EXP 	New trial (rep=7, index=3): {'stimulus': u'C', 'category': u'letter'}
50.8945 	EXP 	New trial (rep=7, index=4): {'stimulus': u'L', 'category': u'letter'}
50.9010 	EXP 	New trial (rep=7, index=5): {'stimulus': 2, 'category': u'number'}
50.9125 	EXP 	window1: blendMode = 'avg'
50.9377 	EXP 	stimuli: autoDraw = False
50.9377 	EXP 	stimuli: text = u'C'
50.9377 	EXP 	stimuli: autoDraw = False
50.9377 	EXP 	stimuli: text = u'L'
50.9377 	EXP 	stimuli: autoDraw = False
50.9377 	EXP 	stimuli: text = 2
50.9377 	EXP 	stimuli: autoDraw = True
50.9427 	EXP 	window1: blendMode = 'avg'
50.9614 	EXP 	New trial (rep=7, index=6): {'stimulus': u'M', 'category': u'letter'}
50.9664 	EXP 	window1: blendMode = 'avg'
50.9802 	EXP 	stimuli: autoDraw = False
50.9802 	EXP 	stimuli: text = u'M'
50.9802 	EXP 	stimuli: autoDraw = True
50.9807 	EXP 	window1: blendMode = 'avg'
51.0245 	EXP 	New trial (rep=7, index=7): {'stimulus': u'D', 'category': u'letter'}
51.0292 	EXP 	window1: blendMode = 'avg'
51.0464 	EXP 	stimuli: autoDraw = False
51.0464 	EXP 	stimuli: text = u'D'
51.0464 	EXP 	stimuli: autoDraw = True
51.0470 	EXP 	window1: blendMode = 'avg'
51.0800 	EXP 	New trial (rep=7, index=8): {'stimulus': 8, 'category': u'number'}
51.0946 	EXP 	window1: blendMode = 'avg'
51.1113 	EXP 	stimuli: autoDraw = False
51.1113 	EXP 	stimuli: text = 8
51.1113 	EXP 	stimuli: autoDraw = True
51.1120 	EXP 	New trial (rep=7, index=9): {'stimulus': u'V', 'category': u'letter'}
51.1225 	EXP 	window1: blendMode = 'avg'
51.1757 	EXP 	stimuli: autoDraw = False
51.1757 	EXP 	stimuli: text = u'V'
51.1757 	EXP 	stimuli: autoDraw = True
51.1765 	EXP 	New trial (rep=7, index=10): {'stimulus': 1, 'category': u'number'}
51.1822 	EXP 	window1: blendMode = 'avg'
51.1917 	EXP 	stimuli: autoDraw = False
51.1917 	EXP 	stimuli: text = 1
51.1917 	EXP 	stimuli: autoDraw = True
51.1922 	EXP 	window1: blendMode = 'avg'
51.2576 	EXP 	New trial (rep=7, index=11): {'stimulus': u'T', 'category': u'letter'}
51.2635 	EXP 	New trial (rep=7, index=12): {'stimulus': u'G', 'category': u'letter'}
51.2685 	DATA 	Keypress: escape
